subject,relation,object,subject_uri,relation_uri,object_uri,object_type
the Kista Science City,see,Hong Kong,http://example.org/entity/the_Kista_Science_City,http://example.org/relation/see,http://example.org/entity/Hong_Kong,entity
the Kista Science City,see,Stockholm,http://example.org/entity/the_Kista_Science_City,http://example.org/relation/see,http://example.org/entity/Stockholm,entity
the Kista Science City,see,the Cyberport Zone,http://example.org/entity/the_Kista_Science_City,http://example.org/relation/see,http://example.org/entity/the_Cyberport_Zone,entity
the Massachusetts Institute of Technology,know,MIT,http://example.org/entity/the_Massachusetts_Institute_of_Technology,http://example.org/relation/know,http://example.org/entity/MIT,entity
the National Institute of Building Sciences,look,NIBS,http://example.org/entity/the_National_Institute_of_Building_Sciences,http://example.org/relation/look,http://example.org/entity/NIBS,entity
the National Institute of Building Sciences,look,UK,http://example.org/entity/the_National_Institute_of_Building_Sciences,http://example.org/relation/look,http://example.org/entity/UK,entity
the National Institute of Building Sciences,look,US,http://example.org/entity/the_National_Institute_of_Building_Sciences,http://example.org/relation/look,http://example.org/entity/US,entity
"the Rijksgebouwendienst,",agencyWithin,"Ministry of Housing, Spatial Planning and the Environment",http://example.org/entity/the_Rijksgebouwendienst%2C,http://example.org/relation/agencyWithin,http://example.org/entity/Ministry_of_Housing%2C_Spatial_Planning_and_the_Environment,entity
the Rockefeller Foundation,launch,the United States Department of Transportation.[21,http://example.org/entity/the_Rockefeller_Foundation,http://example.org/relation/launch,http://example.org/entity/the_United_States_Department_of_Transportation.%5B21,entity
the Smart Cities Marketplace,centralizedHubUrbanInitiative,the European Union.[57,http://example.org/entity/the_Smart_Cities_Marketplace,http://example.org/relation/centralizedHubUrbanInitiative,http://example.org/entity/the_European_Union.%5B57,entity
the Smart City Expo World Congress,attract,Barcelona,http://example.org/entity/the_Smart_City_Expo_World_Congress,http://example.org/relation/attract,http://example.org/entity/Barcelona,entity
the Society for Simulation in Healthcare,form,SSH,http://example.org/entity/the_Society_for_Simulation_in_Healthcare,http://example.org/relation/form,http://example.org/entity/SSH,entity
the Swiss Society for Engineers and Architects,call,May 2011,http://example.org/entity/the_Swiss_Society_for_Engineers_and_Architects,http://example.org/relation/call,http://example.org/entity/May_2011,entity
the Swiss Society for Engineers and Architects,call,UK,http://example.org/entity/the_Swiss_Society_for_Engineers_and_Architects,http://example.org/relation/call,http://example.org/entity/UK,entity
the Swiss Society for Engineers and Architects,call,United Kingdom,http://example.org/entity/the_Swiss_Society_for_Engineers_and_Architects,http://example.org/relation/call,http://example.org/entity/United_Kingdom,entity
the Technical Committee for BIM Standardisation,begin,CT197-BIM,http://example.org/entity/the_Technical_Committee_for_BIM_Standardisation,http://example.org/relation/begin,http://example.org/entity/CT197-BIM,entity
the UK BIM Alliance,merge,Ireland,http://example.org/entity/the_UK_BIM_Alliance,http://example.org/relation/merge,http://example.org/entity/Ireland,entity
the UK BIM Alliance,merge,UK,http://example.org/entity/the_UK_BIM_Alliance,http://example.org/relation/merge,http://example.org/entity/UK,entity
the UK BIM Alliance[a,launch,the BSI Group,http://example.org/entity/the_UK_BIM_Alliance%5Ba,http://example.org/relation/launch,http://example.org/entity/the_BSI_Group,entity
the UK BIM Alliance[a,launch,the UK BIM Framework,http://example.org/entity/the_UK_BIM_Alliance%5Ba,http://example.org/relation/launch,http://example.org/entity/the_UK_BIM_Framework,entity
the United Kingdom,become,2007,http://example.org/entity/the_United_Kingdom,http://example.org/relation/become,,literal
the United Nations Development Programme,useRevisedForm,the World Bank,http://example.org/entity/the_United_Nations_Development_Programme,http://example.org/relation/useRevisedForm,http://example.org/entity/the_World_Bank,entity
the University of Groningen,begin,Knowledge Graphs,http://example.org/entity/the_University_of_Groningen,http://example.org/relation/begin,http://example.org/entity/Knowledge_Graphs,entity
the University of Groningen,begin,University of Twente,http://example.org/entity/the_University_of_Groningen,http://example.org/relation/begin,http://example.org/entity/University_of_Twente,entity
the University of Illinois at Chicago,allow,UIC,http://example.org/entity/the_University_of_Illinois_at_Chicago,http://example.org/relation/allow,http://example.org/entity/UIC,entity
the University of Leeds,develop,Steel Construction Institute,http://example.org/entity/the_University_of_Leeds,http://example.org/relation/develop,http://example.org/entity/Steel_Construction_Institute,entity
the University of Leeds,develop,UK,http://example.org/entity/the_University_of_Leeds,http://example.org/relation/develop,http://example.org/entity/UK,entity
the University of Leeds,develop,the late 1990s,http://example.org/entity/the_University_of_Leeds,http://example.org/relation/develop,http://example.org/entity/the_late_1990s,entity
the University of New South Wales,offer,Sydney,http://example.org/entity/the_University_of_New_South_Wales,http://example.org/relation/offer,http://example.org/entity/Sydney,entity
the University of Québec,specialize,Chicoutimi,http://example.org/entity/the_University_of_Qu%C3%A9bec,http://example.org/relation/specialize,http://example.org/entity/Chicoutimi,entity
the University of Sydney,moreThanYear,the late 1960s,http://example.org/entity/the_University_of_Sydney,http://example.org/relation/moreThanYear,http://example.org/entity/the_late_1960s,entity
the Wayback Machine,archive,CAEWatch,http://example.org/entity/the_Wayback_Machine,http://example.org/relation/archive,http://example.org/entity/CAEWatch,entity
the Wayback Machine,archive,"September 12, 2011",http://example.org/entity/the_Wayback_Machine,http://example.org/relation/archive,http://example.org/entity/September_12%2C_2011,entity
the Wayback Machine,design,Encyclopedia of Computer Science,http://example.org/entity/the_Wayback_Machine,http://example.org/relation/design,http://example.org/entity/Encyclopedia_of_Computer_Science,entity
the Wayback Machine,magazine,December 2011,http://example.org/entity/the_Wayback_Machine,http://example.org/relation/magazine,http://example.org/entity/December_2011,entity
the Wayback Machine,thesis,1970,http://example.org/entity/the_Wayback_Machine,http://example.org/relation/thesis,,literal
the Wayback Machine,thesis,University of Edinburgh,http://example.org/entity/the_Wayback_Machine,http://example.org/relation/thesis,http://example.org/entity/University_of_Edinburgh,entity
the early 1950s,pioneerLike,Alan Turing,http://example.org/entity/the_early_1950s,http://example.org/relation/pioneerLike,http://example.org/entity/Alan_Turing,entity
the early days,transition,the World Wide Web,http://example.org/entity/the_early_days,http://example.org/relation/transition,http://example.org/entity/the_World_Wide_Web,entity
the late 1960s[50,establishment,Singapore,http://example.org/entity/the_late_1960s%5B50,http://example.org/relation/establishment,http://example.org/entity/Singapore,entity
the late 1960s[50,establishment,the National Computer Board,http://example.org/entity/the_late_1960s%5B50,http://example.org/relation/establishment,http://example.org/entity/the_National_Computer_Board,entity
the late 1970s,emerge,early 1980s,http://example.org/entity/the_late_1970s,http://example.org/relation/emerge,http://example.org/entity/early_1980s,entity
the late 1970s,include,Chuck Eastman's,http://example.org/entity/the_late_1970s,http://example.org/relation/include,http://example.org/entity/Chuck_Eastman%27s,entity
the late 1980s,begin,University of Twente,http://example.org/entity/the_late_1980s,http://example.org/relation/begin,http://example.org/entity/University_of_Twente,entity
the late 1980s,begin,the University of Groningen,http://example.org/entity/the_late_1980s,http://example.org/relation/begin,http://example.org/entity/the_University_of_Groningen,entity
the late 1990s,approve,the American Institute of Steel Construction,http://example.org/entity/the_late_1990s,http://example.org/relation/approve,http://example.org/entity/the_American_Institute_of_Steel_Construction,entity
the late 1990s,input,Georgia Tech,http://example.org/entity/the_late_1990s,http://example.org/relation/input,http://example.org/entity/Georgia_Tech,entity
the mid-1980s,acknowledge,1985,http://example.org/entity/the_mid-1980s,http://example.org/relation/acknowledge,,literal
the mid-2010s,emerge,Autodesk,http://example.org/entity/the_mid-2010s,http://example.org/relation/emerge,http://example.org/entity/Autodesk,entity
the year 2011,describe,China,http://example.org/entity/the_year_2011,http://example.org/relation/describe,http://example.org/entity/China,entity
the year 2011,describe,The First Year,http://example.org/entity/the_year_2011,http://example.org/relation/describe,http://example.org/entity/The_First_Year,entity
the year 2020,lead,CIDB Malaysia,http://example.org/entity/the_year_2020,http://example.org/relation/lead,http://example.org/entity/CIDB_Malaysia,entity
the year 2020,lead,the Construction Industry Development Board,http://example.org/entity/the_year_2020,http://example.org/relation/lead,http://example.org/entity/the_Construction_Industry_Development_Board,entity
the ÖNORM A 6241,publish,15 March 2015,http://example.org/entity/the_%C3%96NORM_A_6241,http://example.org/relation/publish,http://example.org/entity/15_March_2015,entity
today,usePaper,the mid-1980s,http://example.org/entity/today,http://example.org/relation/usePaper,http://example.org/entity/the_mid-1980s,entity
today,usePaperMid1980,1985,http://example.org/entity/today,http://example.org/relation/usePaperMid1980,,literal
two to three years,behind,The Netherlands,http://example.org/entity/two_to_three_years,http://example.org/relation/behind,http://example.org/entity/The_Netherlands,entity
two to three years,behind,UK,http://example.org/entity/two_to_three_years,http://example.org/relation/behind,http://example.org/entity/UK,entity
